Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.7961;55.0415;10;5;0;20
Customer 2;52.8519;53.4867;10;5;0;20
Customer 3;52.775;52.2476;10;5;11;26
Customer 4;51.7941;55.1397;10;5;12;26
Customer 5;51.0359;59.8753;20;10;14;32
Customer 6;51.2542;58.484;10;5;34;40
Customer 7;51.5226;53.396;40;20;34;52
Customer 8;51.2534;58.4403;10;5;45;51
Customer 9;51.2542;58.4842;10;5;46;52
Customer 10;50.998;55.6145;10;5;47;52
Customer 11;52.7704;52.2414;20;10;51;60
Customer 12;51.2633;58.6131;10;5;59;65
Customer 13;51.7178;55.1092;10;5;63;69
Customer 14;51.7749;55.1849;10;5;91;96
Customer 15;51.2289;58.4825;10;5;105;110
Customer 16;51.4586;58.4434;10;5;112;117
Customer 17;51.2539;58.4841;10;5;121;126
Customer 18;51.7907;55.1243;10;5;132;138
Customer 19;51.2573;58.4267;10;5;139;145
Customer 20;52.7752;52.2493;10;5;144;150
Customer 21;51.9855;55.3308;10;5;172;177
Customer 22;51.2111;58.6597;40;20;176;192
Customer 23;50.7643;59.5504;10;5;185;191
Customer 24;51.2221;58.491;10;5;186;191
Customer 25;52.7834;52.2654;10;5;196;202
Customer 26;51.713;55.2174;10;5;200;206
Customer 27;52.7727;52.2468;20;10;204;212
Customer 28;51.7675;55.1292;20;10;207;216
Customer 29;51.8657;58.223;10;5;211;217
Customer 30;51.77;55.1044;10;5;218;223
Customer 31;52.1066;53.6437;10;5;228;234
Customer 32;51.2239;58.4946;10;5;239;245
Customer 33;52.7698;52.2419;10;5;249;254
Customer 34;52.4055;53.1731;10;5;255;260
Customer 35;52.4334;53.157;10;5;257;262
Customer 36;53.6121;52.4061;10;5;264;269
Customer 37;51.2088;58.5606;10;5;266;271
Customer 38;51.2195;58.6249;10;5;273;279
Customer 39;51.4105;57.4902;10;5;274;280
Customer 40;52.7767;52.2769;20;10;281;289
Customer 41;51.1905;58.2919;20;10;291;300
Customer 42;51.8099;55.1707;20;10;291;299
Customer 43;52.4052;53.1737;10;5;294;300
Customer 44;52.7728;52.2456;10;5;301;307
Customer 45;52.7857;52.257;20;10;306;315
Customer 46;51.8549;55.1262;20;10;310;318
Customer 47;51.248;58.4549;10;5;320;325
Customer 48;51.7714;55.1082;10;5;320;326
Customer 49;51.2031;58.31;10;5;320;325
