Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.4092;53.1622;10;5;37;43
Customer 2;51.2231;58.4732;40;20;42;56
Customer 3;51.611;53.9102;10;5;46;51
Customer 4;51.2258;58.6136;10;5;59;64
Customer 5;51.2501;58.4567;10;5;62;68
Customer 6;50.7627;59.5232;20;10;91;100
Customer 7;52.0712;53.6528;10;5;96;101
Customer 8;51.4592;58.4445;20;10;98;107
Customer 9;51.2045;58.6335;20;10;99;107
Customer 10;51.8291;55.1425;10;5;142;147
Customer 11;51.2539;58.4842;10;5;147;152
Customer 12;51.2031;58.31;10;5;147;152
Customer 13;51.8774;54.1908;10;5;156;161
Customer 14;51.8471;55.121;40;20;159;172
Customer 15;51.3823;58.9627;40;20;160;173
Customer 16;51.2209;58.6791;10;5;166;171
Customer 17;51.795;56.3521;40;20;191;204
Customer 18;52.5407;52.8208;10;5;200;205
Customer 19;51.8776;54.19;20;10;205;214
Customer 20;51.1959;58.3185;20;10;209;217
Customer 21;52.4035;53.1677;10;5;210;215
Customer 22;52.5387;52.8244;10;5;229;235
Customer 23;51.2114;58.6555;10;5;234;239
Customer 24;52.0894;53.6453;10;5;235;241
Customer 25;51.2507;58.4235;10;5;237;242
Customer 26;51.0396;59.8775;10;5;239;244
Customer 27;52.7955;52.2385;10;5;256;261
Customer 28;51.482;57.3762;10;5;257;263
Customer 29;51.1944;58.6175;60;30;270;292
Customer 30;51.7623;55.1166;10;5;280;286
Customer 31;51.482;57.3764;10;5;283;289
Customer 32;51.2541;58.4843;10;5;287;293
Customer 33;51.7981;55.0491;40;20;290;306
Customer 34;52.7701;52.2417;20;10;292;301
Customer 35;51.8283;55.1576;10;5;295;301
Customer 36;51.2425;58.4743;20;10;297;305
Customer 37;52.803;52.2172;10;5;299;305
Customer 38;51.8722;54.2096;10;5;307;313
Customer 39;52.7792;52.242;20;10;310;318
Customer 40;51.286;58.4415;10;5;312;317
Customer 41;51.8343;55.1302;10;5;313;318
Customer 42;51.2502;58.4459;10;5;314;319
Customer 43;52.7779;52.2379;10;5;316;322
Customer 44;51.8336;55.1257;10;5;316;322
Customer 45;51.2226;58.4907;10;5;320;326
Customer 46;51.8268;55.1621;10;5;320;326
Customer 47;52.7884;52.258;10;5;320;325
Customer 48;51.2439;58.4358;10;5;320;326
