Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7834;52.2654;10;5;0;20
Customer 2;51.1468;58.2348;20;10;0;25
Customer 3;52.0205;55.2119;10;5;0;20
Customer 4;51.8065;55.1483;10;5;0;20
Customer 5;52.0897;53.6453;10;5;0;20
Customer 6;52.4328;53.1558;60;30;8;49
Customer 7;51.2089;58.5608;10;5;11;26
Customer 8;51.2872;58.4305;10;5;41;46
Customer 9;51.8543;55.1578;10;5;56;61
Customer 10;51.96;58.16;20;10;57;66
Customer 11;51.7167;55.1893;10;5;59;64
Customer 12;52.7467;52.2634;10;5;89;94
Customer 13;51.2541;58.4843;10;5;95;100
Customer 14;51.1489;58.2285;20;10;95;104
Customer 15;50.7574;59.533;10;5;105;111
Customer 16;51.8063;55.1706;10;5;105;111
Customer 17;51.2539;58.4841;10;5;115;121
Customer 18;50.7574;59.5331;10;5;136;142
Customer 19;52.7701;52.2401;10;5;160;165
Customer 20;50.7586;59.5268;10;5;160;166
Customer 21;51.2227;58.4897;20;10;168;176
Customer 22;51.4685;58.4568;20;10;171;180
Customer 23;52.4328;53.1558;40;20;173;188
Customer 24;52.5412;52.8228;10;5;178;183
Customer 25;52.7638;52.2631;40;20;189;204
Customer 26;51.8549;55.1262;20;10;189;197
Customer 27;51.0357;59.8731;20;10;196;205
Customer 28;52.7957;52.2392;10;5;196;202
Customer 29;51.7588;55.103;10;5;199;205
Customer 30;51.2059;58.6118;10;5;204;209
Customer 31;51.2126;58.6553;10;5;206;212
Customer 32;51.4771;57.3492;20;10;214;223
Customer 33;51.2241;58.4941;10;5;231;236
Customer 34;51.7623;55.1166;10;5;251;256
Customer 35;51.2133;58.6137;10;5;252;257
Customer 36;52.7768;52.2508;10;5;258;263
Customer 37;51.8268;55.1621;10;5;277;282
Customer 38;52.7466;52.264;10;5;289;295
Customer 39;51.7797;56.3576;20;10;304;312
Customer 40;51.1876;58.2823;20;10;310;318
Customer 41;51.7945;55.1639;10;5;314;320
Customer 42;53.6581;52.4386;10;5;320;326
Customer 43;51.2543;58.4844;10;5;320;326
