Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7767;52.2769;20;10;0;25
Customer 2;51.2119;58.6016;20;10;0;25
Customer 3;51.2109;58.3061;10;5;0;20
Customer 4;51.0326;59.8781;10;5;0;20
Customer 5;51.2242;58.4941;10;5;4;22
Customer 6;51.836;55.1595;10;5;4;22
Customer 7;51.4685;58.4568;10;5;7;24
Customer 8;51.2229;58.4927;20;10;12;31
Customer 9;51.7968;55.1418;10;5;15;28
Customer 10;52.7677;52.2747;20;10;17;34
Customer 11;51.2569;58.605;20;10;20;35
Customer 12;51.4771;57.3492;20;10;37;46
Customer 13;51.1842;58.2805;20;10;39;48
Customer 14;51.2114;58.6598;60;30;40;65
Customer 15;51.206;58.612;10;5;40;45
Customer 16;51.232;58.4668;10;5;51;57
Customer 17;51.7196;55.1808;10;5;59;64
Customer 18;51.7692;52.7458;10;5;69;74
Customer 19;51.205;58.4612;20;10;71;80
Customer 20;52.7774;52.2536;10;5;74;79
Customer 21;51.5235;53.3744;10;5;75;80
Customer 22;51.797;55.1025;10;5;75;81
Customer 23;52.5387;52.8244;10;5;94;99
Customer 24;51.2271;58.5064;10;5;95;100
Customer 25;51.2501;58.4567;10;5;101;106
Customer 26;51.4885;57.3771;10;5;102;107
Customer 27;51.8063;55.1706;10;5;115;121
Customer 28;51.7717;55.109;10;5;135;140
Customer 29;52.7753;52.2507;10;5;137;142
Customer 30;52.7859;52.2601;40;20;150;164
Customer 31;51.7696;55.1041;10;5;162;168
Customer 32;52.0894;53.6453;10;5;174;180
Customer 33;51.1907;58.293;10;5;175;181
Customer 34;51.1489;58.2285;20;10;178;186
Customer 35;51.1924;58.6214;10;5;178;183
Customer 36;51.1917;58.2926;10;5;179;185
Customer 37;50.7627;59.5232;20;10;180;189
Customer 38;51.8378;55.1418;40;20;185;201
Customer 39;51.8268;55.1621;10;5;203;209
Customer 40;51.2628;58.4516;10;5;204;210
Customer 41;52.7638;52.2631;40;20;205;220
Customer 42;52.7465;52.2641;10;5;215;220
Customer 43;52.7834;52.2654;10;5;216;222
Customer 44;51.3823;58.9627;40;20;216;232
Customer 45;51.2089;58.5608;10;5;218;223
Customer 46;51.0362;59.8686;10;5;225;231
Customer 47;52.7767;52.2533;10;5;231;237
Customer 48;53.6581;52.4386;10;5;239;244
Customer 49;51.2541;58.4841;10;5;258;264
Customer 50;52.5298;52.741;10;5;260;266
Customer 51;51.7566;55.2719;10;5;263;269
Customer 52;51.8158;55.1642;10;5;263;269
Customer 53;51.4637;58.4403;10;5;269;274
Customer 54;51.7654;55.3405;10;5;270;275
Customer 55;50.7678;59.5238;10;5;272;277
Customer 56;51.2543;58.4842;10;5;285;291
Customer 57;51.4587;58.4352;40;20;290;306
Customer 58;51.8778;55.1428;10;5;291;297
Customer 59;52.4421;53.1376;10;5;302;308
Customer 60;51.6396;54.3809;10;5;305;311
Customer 61;51.5234;53.3741;20;10;310;319
