Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7466;52.2637;40;20;0;35
Customer 2;52.5299;52.741;10;5;0;20
Customer 3;52.7675;52.2865;20;10;0;25
Customer 4;51.2539;58.4842;10;5;0;20
Customer 5;51.7956;56.3517;20;10;0;25
Customer 6;51.5289;53.3726;10;5;0;20
Customer 7;51.836;55.1595;10;5;0;20
Customer 8;51.8086;55.0935;10;5;0;20
Customer 9;51.8722;54.2098;10;5;0;20
Customer 10;52.7672;52.2867;10;5;4;22
Customer 11;51.2209;58.6791;10;5;4;22
Customer 12;51.2297;58.6354;10;5;5;23
Customer 13;52.0897;53.6453;10;5;5;23
Customer 14;52.8058;52.2455;10;5;7;24
Customer 15;52.7677;52.2747;20;10;8;29
Customer 17;51.8166;55.0885;10;5;10;25
Customer 18;51.8123;55.1777;10;5;13;27
Customer 19;51.2463;58.4628;10;5;15;28
Customer 20;51.9981;55.3208;10;5;16;28
Customer 21;51.2569;58.605;20;10;17;34
Customer 22;51.1998;58.571;10;5;17;29
Customer 23;51.8425;55.138;10;5;18;29
Customer 24;52.09;53.6482;10;5;21;31
Customer 25;51.5964;54.1608;20;10;22;36
Customer 26;52.4038;53.1683;10;5;26;33
Customer 27;52.0888;53.6454;10;5;28;34
Customer 28;51.2196;58.6248;10;5;34;40
Customer 29;51.257;58.604;20;10;35;43
Customer 30;51.0355;59.8783;10;5;36;41
Customer 31;52.7727;52.2465;10;5;40;45
Customer 32;52.0893;53.6453;10;5;45;51
Customer 33;51.2217;58.4962;10;5;47;53
Customer 34;51.7765;55.1093;10;5;48;54
Customer 35;51.2088;58.5606;10;5;49;54
Customer 36;51.2872;58.4305;10;5;50;56
Customer 37;53.6565;52.4377;10;5;54;59
Customer 38;51.1942;58.276;20;10;54;63
Customer 39;52.7883;52.2605;10;5;59;65
Customer 40;51.2565;58.4275;10;5;60;65
Customer 41;51.2872;58.4307;10;5;62;67
Customer 42;51.987;55.325;20;10;63;71
Customer 43;51.2539;58.4841;10;5;67;73
Customer 44;51.2133;58.6137;10;5;68;74
Customer 45;52.1066;53.6437;10;5;69;74
Customer 46;52.4055;53.1731;10;5;71;77
Customer 47;51.7845;55.0775;10;5;74;80
Customer 49;51.8136;55.1715;10;5;77;83
Customer 50;51.8283;55.1317;10;5;80;86
Customer 51;51.2507;58.4235;10;5;83;88
Customer 52;51.2542;58.4844;10;5;84;90
