Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.4038;53.1683;10;5;0;20
Customer 2;51.0355;59.8783;10;5;0;20
Customer 3;51.2247;58.4846;10;5;0;20
Customer 4;51.2463;58.4628;10;5;0;20
Customer 5;51.8378;55.1418;40;20;0;35
Customer 6;51.2297;58.4774;10;5;0;20
Customer 7;51.8264;55.1633;10;5;0;20
Customer 8;51.8136;55.1715;10;5;0;20
Customer 9;51.7883;55.07;10;5;0;20
Customer 10;51.4592;58.4445;20;10;0;25
Customer 11;50.7678;59.5238;10;5;0;20
Customer 12;52.7701;52.2417;20;10;2;26
Customer 13;51.96;58.16;20;10;2;26
Customer 14;52.7729;52.2456;10;5;9;25
Customer 15;51.4587;58.4352;40;20;11;41
Customer 16;51.7753;55.1215;10;5;13;27
Customer 17;51.2507;58.4235;10;5;14;27
Customer 18;52.7679;52.2737;40;20;15;43
Customer 19;51.7692;52.7458;10;5;24;32
Customer 20;52.8043;52.2256;20;10;26;38
Customer 21;52.7848;52.2691;20;10;27;39
Customer 22;51.0366;59.8687;10;5;27;34
Customer 23;52.7967;52.238;20;10;31;41
Customer 24;51.4771;57.3492;20;10;32;41
Customer 25;52.7768;52.2508;10;5;32;38
Customer 26;52.7466;52.2637;40;20;33;52
Customer 27;51.2571;58.4426;10;5;45;50
Customer 28;51.254;58.4842;20;10;45;53
Customer 29;51.1583;54.9983;10;5;48;54
Customer 30;52.7765;52.2508;10;5;50;55
Customer 31;51.2342;58.6376;10;5;50;56
Customer 32;51.8099;55.1707;20;10;52;60
Customer 33;51.7956;56.3517;20;10;55;63
Customer 34;51.2539;58.4843;20;10;59;67
Customer 35;51.2461;58.4609;10;5;59;65
Customer 36;51.4586;58.4434;10;5;60;65
Customer 37;52.5206;52.7678;10;5;63;69
Customer 38;51.482;57.3764;10;5;65;71
Customer 39;51.232;58.4668;10;5;68;73
Customer 40;51.8722;54.2098;10;5;69;74
Customer 41;51.1907;58.293;10;5;71;77
Customer 42;53.6565;52.4377;10;5;74;79
Customer 43;51.0357;59.8731;10;5;74;79
Customer 44;51.7767;56.3776;10;5;81;86
Customer 45;51.2541;58.441;10;5;83;88
Customer 46;51.2245;58.4774;10;5;84;90
Customer 47;51.2183;58.4737;10;5;88;93
Customer 48;52.5206;52.7678;10;5;89;94
Customer 49;52.7768;52.2508;10;5;89;95
