Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.4328;53.1558;60;30;0;45
Customer 2;52.7677;52.2747;20;10;0;25
Customer 3;51.2542;58.484;10;5;0;20
Customer 4;51.0359;59.8703;20;10;0;25
Customer 5;51.2542;58.4842;10;5;0;20
Customer 6;51.9595;58.1589;20;10;0;25
Customer 7;51.1819;58.2815;20;10;0;25
Customer 8;51.96;58.16;20;10;0;25
Customer 9;51.2093;58.5615;20;10;0;25
Customer 10;51.8549;55.1262;20;10;0;25
Customer 11;51.836;55.1595;10;5;0;20
Customer 12;51.7867;55.1077;10;5;0;20
Customer 13;51.2541;58.441;10;5;0;20
Customer 14;51.784;55.0924;20;10;0;25
Customer 15;51.8063;55.1706;10;5;0;20
Customer 16;51.9703;58.1647;20;10;3;27
Customer 17;51.2217;58.4839;10;5;6;23
Customer 18;52.7704;52.2428;20;10;7;29
Customer 19;51.2289;58.4825;10;5;14;27
Customer 20;51.2133;58.6137;10;5;16;28
Customer 21;51.832;55.1425;10;5;16;28
Customer 22;51.2569;58.605;20;10;17;34
Customer 23;51.8086;55.0935;10;5;17;29
Customer 24;51.8722;54.2098;10;5;20;30
Customer 25;51.254;58.4843;20;10;23;37
Customer 26;51.2581;58.4552;10;5;26;33
Customer 27;51.0366;59.8687;10;5;26;33
Customer 28;51.0351;59.8769;10;5;28;34
Customer 29;51.2241;58.4941;10;5;29;35
Customer 30;52.7883;52.2605;10;5;34;40
Customer 31;52.7849;52.2687;40;20;37;54
Customer 32;51.2402;58.4738;10;5;44;49
Customer 33;51.7654;55.3405;10;5;46;52
Customer 34;51.0326;59.8781;10;5;48;53
Customer 35;51.2258;58.6136;10;5;49;55
Customer 36;51.2289;58.476;10;5;54;60
Customer 37;52.0893;53.6453;10;5;54;59
Customer 38;51.0362;59.8732;20;10;58;67
Customer 39;51.7857;55.0546;20;10;61;70
Customer 40;52.0894;53.6452;10;5;63;69
Customer 41;51.4587;58.4353;10;5;65;70
Customer 42;52.4328;53.1556;10;5;66;71
Customer 43;51.4068;57.5835;10;5;67;72
Customer 44;52.7466;52.2636;10;5;67;72
Customer 45;51.8283;55.1576;10;5;68;73
Customer 46;51.9981;55.3208;10;5;68;74
Customer 47;51.7961;55.145;10;5;68;73
Customer 48;50.7586;59.5268;10;5;69;74
Customer 49;52.4055;53.1728;10;5;72;78
Customer 50;52.7765;52.2508;10;5;73;79
Customer 51;51.2249;58.4839;10;5;73;78
Customer 52;51.0329;59.8779;10;5;74;80
Customer 53;51.1703;54.9852;10;5;74;79
Customer 54;52.8033;52.2185;20;10;79;88
Customer 55;51.7961;55.0415;10;5;82;88
Customer 56;51.1876;58.2844;10;5;88;94
Customer 57;52.8043;52.2256;20;10;90;98
Customer 58;52.7464;52.2636;10;5;93;98
Customer 59;52.4327;53.1556;20;10;94;103
Customer 60;51.7699;55.1054;10;5;100;105
Customer 61;52.1069;53.6439;10;5;103;109
Customer 62;51.8467;55.1216;10;5;109;114
Customer 63;51.7213;55.114;20;10;110;118
Customer 64;52.7699;52.2418;10;5;112;117
Customer 65;52.7944;52.2736;10;5;113;119
Customer 66;51.7178;55.1092;10;5;113;118
Customer 67;52.8468;53.4893;40;20;116;130
Customer 68;52.7697;52.2416;10;5;117;122
Customer 69;51.254;58.4842;10;5;120;125
Customer 70;51.8722;54.2096;10;5;121;126
Customer 71;51.4685;58.4568;20;10;123;132
Customer 72;51.2541;58.4843;10;5;126;132
Customer 73;52.7734;52.2567;10;5;128;133
Customer 74;51.5301;53.3766;10;5;128;134
Customer 75;51.8731;54.2066;40;20;131;147
Customer 76;51.8034;55.1408;10;5;131;137
Customer 77;51.1865;58.2786;10;5;133;139
Customer 78;51.4591;58.4448;10;5;134;140
Customer 79;51.7675;55.1292;20;10;137;145
Customer 80;51.2481;58.4676;10;5;139;144
Customer 81;51.4586;58.4434;10;5;141;146
Customer 82;52.7792;52.242;20;10;143;151
Customer 83;51.7642;55.075;10;5;145;150
Customer 84;51.7632;55.073;20;10;146;154
Customer 85;51.9627;58.341;10;5;148;153
Customer 86;51.1983;58.3084;10;5;157;163
Customer 87;51.1907;58.2931;10;5;160;165
Customer 88;51.4638;58.4403;10;5;164;170
Customer 89;52.7466;52.2636;10;5;165;171
Customer 90;53.6156;52.4055;40;20;169;185
Customer 91;51.4105;57.4902;10;5;169;174
Customer 92;51.254;58.4842;10;5;171;177
Customer 93;50.998;55.6145;10;5;171;176
Customer 94;51.5225;53.3976;40;20;172;186
Customer 95;52.7774;52.2536;10;5;173;179
Customer 96;51.836;55.1595;10;5;177;183
Customer 97;52.7668;52.2756;10;5;179;184
Customer 98;51.7753;55.1215;10;5;179;184
Customer 99;51.2574;58.4335;10;5;182;187
Customer 100;51.7981;55.0934;40;20;184;197
Customer 101;52.4038;53.1683;10;5;190;195
Customer 102;51.0357;59.8731;20;10;192;201
Customer 103;52.09;53.6482;10;5;193;198
Customer 104;52.7909;52.2635;40;20;195;209
Customer 105;51.1917;58.2927;10;5;199;204
Customer 106;51.2541;58.4842;10;5;205;210
Customer 107;51.2242;58.4941;10;5;205;210
Customer 108;51.2541;58.4842;10;5;205;211
Customer 109;51.4821;57.3763;10;5;208;213
Customer 110;51.2101;58.6227;20;10;211;220
Customer 111;51.5292;53.3932;10;5;216;222
Customer 112;52.7946;52.2345;60;30;228;251
Customer 113;51.77;55.1044;10;5;229;234
Customer 114;51.248;58.4549;10;5;230;235
Customer 115;50.7678;59.5238;10;5;231;237
Customer 116;51.7708;55.3712;10;5;235;241
Customer 117;52.7675;52.2865;20;10;236;245
Customer 118;51.7595;55.109;20;10;240;248
Customer 119;51.254;58.4841;10;5;244;249
Customer 120;52.0892;53.6376;10;5;245;250
Customer 121;51.2449;58.434;10;5;247;253
Customer 122;51.8763;54.1805;20;10;249;258
Customer 123;51.5362;54.9908;10;5;249;254
Customer 124;51.2552;58.4428;10;5;252;258
Customer 125;51.2128;58.6006;20;10;253;262
Customer 126;51.2541;58.4841;20;10;256;265
Customer 127;51.6396;54.3809;10;5;261;266
Customer 128;51.2348;58.6521;10;5;263;269
Customer 129;51.7773;55.1105;10;5;266;272
Customer 130;51.5289;53.3726;10;5;269;274
Customer 131;51.2114;58.6598;60;30;270;293
