Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.4327;53.1556;20;10;0;50
Customer 2;52.4051;53.1736;10;5;0;40
Customer 3;51.2217;58.4962;10;5;0;40
Customer 4;51.2539;58.4842;10;5;0;40
Customer 5;51.2603;58.4567;10;5;0;40
Customer 6;51.4769;57.3506;10;5;0;40
Customer 7;51.2426;58.4738;20;10;0;50
Customer 8;51.7945;55.1639;10;5;0;40
Customer 9;51.7762;55.14;10;5;0;40
Customer 10;52.7734;52.2567;10;5;0;40
Customer 11;51.0351;59.8769;10;5;0;40
Customer 12;51.611;53.9102;10;5;0;40
Customer 13;50.7678;59.5238;10;5;0;40
Customer 14;51.7845;55.0775;10;5;3;40
Customer 15;50.7652;59.5252;20;10;4;50
Customer 16;51.0357;59.8731;10;5;8;40
Customer 17;51.2628;58.4516;10;5;8;40
Customer 18;50.7627;59.5232;20;10;9;50
Customer 19;51.5226;53.396;40;20;14;70
Customer 20;51.7765;55.1093;10;5;15;40
Customer 21;51.8264;55.1633;10;5;15;40
Customer 22;51.7956;56.3517;20;10;16;50
Customer 23;52.7767;52.2509;10;5;18;40
Customer 24;51.2099;58.2996;10;5;19;40
Customer 25;51.8383;55.1273;10;5;20;40
Customer 26;52.4328;53.1556;10;5;23;40
Customer 27;51.4065;57.5834;10;5;24;40
Customer 28;51.5362;54.9908;10;5;24;40
Customer 29;51.2196;58.6248;10;5;27;40
Customer 30;52.7779;52.2379;10;5;28;40
Customer 31;51.8283;55.1576;10;5;28;40
Customer 32;51.1907;58.2931;10;5;30;41
Customer 33;51.0786;55.4702;10;5;31;42
Customer 34;51.784;55.0924;20;10;32;50
Customer 35;52.7767;52.2533;10;5;35;46
Customer 36;51.2241;58.4941;10;5;36;46
Customer 37;51.8063;55.1706;10;5;38;48
Customer 38;51.2217;58.4839;10;5;39;50
Customer 39;51.7178;55.1092;10;5;39;49
Customer 40;50.7534;59.5352;10;5;41;51
Customer 41;51.7854;55.0761;10;5;42;53
Customer 42;50.9973;55.6144;10;5;43;54
Customer 43;50.7557;59.5213;10;5;51;62
Customer 44;53.5932;52.4288;20;10;52;69
Customer 45;51.0346;59.8783;10;5;59;69
Customer 46;51.8065;55.1483;10;5;60;71
Customer 47;51.2541;58.4841;10;5;61;71
Customer 48;51.8166;55.0885;10;5;61;72
Customer 49;52.5241;52.7433;20;10;62;77
Customer 50;51.8565;54.9822;10;5;63;74
Customer 51;51.9601;58.1603;10;5;66;77
Customer 52;51.1819;58.2815;20;10;76;94
Customer 53;50.7582;59.5271;20;10;79;94
Customer 54;51.8731;54.2066;40;20;80;107
Customer 55;51.2541;58.4841;10;5;83;94
Customer 56;51.4587;58.4352;40;20;89;117
Customer 57;51.2245;58.4774;10;5;90;101
Customer 58;51.7632;55.073;20;10;97;115
Customer 59;51.2569;58.605;20;10;101;117
Customer 60;51.2226;58.4907;10;5;102;112
Customer 61;52.7728;52.2457;20;10;104;120
Customer 62;51.2542;58.4845;20;10;105;120
Customer 63;51.1906;58.2793;10;5;106;116
Customer 64;51.8776;54.19;20;10;107;124
Customer 65;51.7961;55.0415;10;5;113;123
Customer 66;52.847;53.4867;20;10;113;129
Customer 67;51.7803;56.357;10;5;118;129
Customer 68;52.5206;52.7678;10;5;121;131
Customer 69;51.2541;58.4842;10;5;123;133
Customer 70;52.7701;52.2417;20;10;124;140
Customer 71;51.033;59.8779;10;5;134;144
Customer 72;51.7093;55.115;20;10;135;152
Customer 73;51.763;55.0893;10;5;135;145
Customer 74;51.795;56.3521;40;20;137;165
Customer 75;51.7675;55.1384;10;5;138;149
Customer 76;51.7843;55.1528;10;5;143;153
Customer 77;51.7848;55.1536;10;5;146;156
Customer 78;51.2109;58.3061;10;5;155;165
Customer 79;51.7758;55.0952;20;10;155;171
Customer 80;51.1703;54.9852;10;5;155;165
Customer 81;52.5277;52.7403;10;5;157;167
Customer 82;51.7797;56.3577;20;10;158;173
Customer 83;51.0313;59.8708;20;10;159;177
Customer 84;51.8478;55.1402;10;5;159;170
Customer 85;51.7188;55.0935;10;5;160;170
Customer 86;51.8764;54.1805;10;5;163;174
Customer 87;52.0888;53.6454;10;5;165;175
Customer 88;52.8519;53.4867;10;5;165;176
Customer 89;51.8078;55.1067;10;5;170;180
Customer 90;51.2542;58.484;10;5;171;182
Customer 91;51.1583;54.9983;10;5;173;184
Customer 92;51.2249;58.4839;10;5;179;189
Customer 93;51.7883;55.07;10;5;181;192
Customer 94;51.254;58.4841;10;5;182;193
Customer 95;51.806;55.143;10;5;187;197
Customer 96;51.7213;55.114;20;10;189;205
Customer 97;51.1996;58.3169;40;20;193;218
Customer 98;51.4586;58.4434;10;5;193;204
Customer 99;51.5964;54.1608;20;10;198;214
Customer 100;51.2203;58.4757;10;5;200;211
Customer 101;51.2195;58.6249;10;5;205;215
Customer 102;51.2534;58.4403;10;5;209;219
Customer 103;51.4637;58.4403;10;5;210;221
Customer 104;53.6577;52.4384;10;5;210;220
Customer 105;51.8774;54.1908;10;5;211;221
Customer 106;51.8123;55.1777;10;5;214;225
Customer 107;51.254;58.4841;10;5;215;225
Customer 108;51.1905;58.2919;20;10;218;234
Customer 109;51.8549;55.1262;20;10;220;236
Customer 110;51.2632;58.4518;10;5;223;234
Customer 111;52.0894;53.6452;10;5;224;235
Customer 112;51.4055;57.5815;10;5;241;252
Customer 113;52.7834;52.2654;10;5;253;263
Customer 114;51.2297;58.4774;10;5;254;264
Customer 115;51.2403;58.4652;10;5;260;271
Customer 116;51.7741;55.0788;10;5;260;270
Customer 117;51.2126;58.6553;10;5;261;272
Customer 118;51.257;58.604;20;10;262;280
Customer 119;50.9003;59.7917;20;10;263;280
Customer 120;51.2332;58.4725;20;10;264;279
Customer 121;52.7727;52.2468;20;10;270;288
Customer 122;51.1944;58.6175;60;30;270;308
Customer 123;51.863;54.1907;10;5;275;285
Customer 124;51.2239;58.4946;10;5;276;286
Customer 125;52.4052;53.1737;10;5;280;291
Customer 126;51.0362;59.8732;20;10;285;302
Customer 127;51.2916;58.4174;10;5;285;296
Customer 128;52.0894;53.6452;10;5;287;298
Customer 129;52.7466;52.2637;40;20;290;318
Customer 130;51.8379;55.1417;40;20;290;316
Customer 131;51.2366;58.4755;20;10;290;305
Customer 132;51.2135;58.6109;10;5;292;302
Customer 133;51.7708;55.3712;10;5;297;308
Customer 134;51.5934;54.1658;10;5;298;308
Customer 135;51.2449;58.4326;10;5;301;311
Customer 136;51.7692;55.1044;20;10;301;317
Customer 137;51.8546;55.1263;20;10;302;317
Customer 138;51.9849;55.3322;10;5;303;313
Customer 139;51.7941;55.1397;10;5;304;315
Customer 140;51.2541;58.4842;10;5;305;315
Customer 141;51.4821;57.3763;10;5;310;321
Customer 142;51.2458;58.4617;20;10;310;328
Customer 143;51.0326;59.8781;10;5;311;322
Customer 144;51.4586;58.4434;10;5;316;326
Customer 145;51.7712;55.1036;10;5;319;329
Customer 146;51.2574;58.4335;10;5;320;330
Customer 147;51.2092;58.5615;10;5;320;330
Customer 148;51.7748;55.1494;10;5;320;330
Customer 149;52.09;53.6482;10;5;320;331
Customer 150;51.8291;55.1425;10;5;320;331
