Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7464;52.2636;10;5;0;40
Customer 2;52.7706;52.2422;10;5;0;40
Customer 3;51.0359;59.8703;20;10;0;50
Customer 4;51.2403;58.4652;10;5;0;40
Customer 5;51.8678;58.2302;10;5;0;40
Customer 6;51.2461;58.4609;10;5;0;40
Customer 7;51.1583;54.9983;10;5;0;40
Customer 8;51.836;55.1595;10;5;0;40
Customer 9;52.7465;52.2641;10;5;0;40
Customer 10;51.8034;55.1408;10;5;0;40
Customer 11;51.4771;57.3492;20;10;8;50
Customer 12;51.8731;54.2066;40;20;9;70
Customer 13;51.033;59.8779;10;5;10;40
Customer 14;51.2214;58.4827;10;5;10;40
Customer 15;52.7622;52.2723;10;5;13;40
Customer 16;52.4224;53.1419;20;10;18;50
Customer 17;53.6565;52.4377;10;5;19;40
Customer 18;51.9849;55.3322;10;5;19;40
Customer 19;52.0774;53.6598;20;10;19;50
Customer 20;51.255;58.4539;10;5;21;40
Customer 21;51.1703;54.9852;10;5;23;40
Customer 22;51.2121;58.6021;20;10;27;50
Customer 23;52.0894;53.6452;10;5;29;40
Customer 24;51.8425;55.138;10;5;32;42
Customer 25;51.1983;58.3084;10;5;33;43
Customer 26;51.7853;55.1561;20;10;34;51
Customer 27;51.1923;58.6217;10;5;38;49
Customer 28;51.8063;55.1706;10;5;40;51
Customer 29;51.254;58.4843;20;10;42;58
Customer 30;51.2097;58.3067;20;10;43;60
Customer 31;51.2247;58.4846;10;5;43;54
Customer 33;52.5088;52.8171;10;5;46;56
Customer 34;52.0894;53.6452;10;5;46;56
Customer 35;51.9627;58.341;10;5;49;60
Customer 36;51.4105;57.4902;10;5;50;61
Customer 37;51.8264;55.1633;10;5;50;60
Customer 38;52.4038;53.1683;10;5;53;63
Customer 39;51.2542;58.4844;10;5;55;66
Customer 40;52.7697;52.2416;10;5;55;66
Customer 41;52.803;52.2172;10;5;56;66
Customer 42;51.7178;55.1092;10;5;60;71
Customer 43;51.2294;58.6203;10;5;63;73
Customer 44;51.8378;55.1419;40;20;69;96
Customer 45;52.8468;53.4893;40;20;71;103
Customer 46;51.763;55.0892;10;5;71;81
Customer 47;51.7595;55.109;20;10;71;88
Customer 48;50.7534;59.5352;10;5;77;87
Customer 49;51.254;58.4841;10;5;77;88
Customer 50;51.2249;58.4839;10;5;79;89
Customer 51;51.2217;58.4962;10;5;81;92
Customer 52;51.7803;56.357;10;5;82;92
Customer 53;52.7849;52.2687;40;20;86;111
Customer 54;51.0359;59.8753;20;10;87;105
Customer 55;52.7768;52.2508;10;5;88;98
Customer 56;51.2229;58.4927;20;10;92;109
Customer 57;51.0366;59.8687;10;5;95;105
Customer 58;51.254;58.4841;10;5;96;106
Customer 59;51.5234;53.3741;20;10;101;116
Customer 61;51.2559;58.4315;10;5;104;114
Customer 62;51.0786;55.4702;10;5;106;116
Customer 63;52.7461;52.2644;10;5;107;117
Customer 64;52.5206;52.7678;10;5;109;119
Customer 65;51.257;58.604;20;10;110;127
Customer 66;51.77;55.1044;10;5;114;124
Customer 67;52.7701;52.2417;10;5;118;129
Customer 68;52.8519;53.4867;10;5;119;130
Customer 69;51.7724;55.1324;10;5;121;131
Customer 70;51.7601;55.1093;10;5;125;135
Customer 71;51.2543;58.4844;10;5;127;137
Customer 72;51.2286;58.4872;10;5;131;142
Customer 73;51.1905;58.2929;20;10;135;150
Customer 74;51.8764;54.1805;10;5;135;145
Customer 75;51.482;57.3763;20;10;136;152
Customer 76;51.7941;55.1397;10;5;139;149
Customer 77;51.7689;55.1061;10;5;139;150
Customer 78;51.2479;58.4671;10;5;141;151
Customer 79;51.1958;58.3232;10;5;143;154
Customer 80;51.2481;58.4676;10;5;147;157
Customer 81;51.836;55.1595;10;5;149;159
Customer 82;51.2458;58.4617;20;10;151;166
Customer 83;51.6396;54.3809;10;5;155;166
Customer 84;51.2537;58.4843;10;5;157;168
Customer 85;51.2348;58.6521;10;5;159;169
Customer 86;51.1841;58.2806;10;5;162;172
Customer 87;51.1906;58.2793;10;5;163;174
Customer 88;51.1853;58.2782;10;5;163;173
Customer 90;52.7883;52.2579;20;10;165;181
Customer 91;51.1489;58.2285;20;10;166;183
Customer 92;51.2088;58.5606;10;5;169;179
Customer 93;52.5245;52.744;10;5;173;183
Customer 94;51.7188;55.0935;10;5;173;184
Customer 95;51.8343;55.1302;10;5;183;194
Customer 96;52.7977;52.2375;10;5;188;199
Customer 97;51.8173;55.1732;10;5;193;204
Customer 98;51.2338;58.5342;40;20;196;222
Customer 99;51.2051;58.2993;20;10;196;212
Customer 100;51.254;58.4842;10;5;197;207
Customer 101;51.7981;55.0491;40;20;197;227
Customer 102;51.8698;58.2293;10;5;199;209
Customer 103;52.7767;52.2769;20;10;210;227
Customer 104;51.254;58.4843;20;10;212;228
Customer 105;51.0347;59.8758;20;10;213;231
Customer 106;50.998;55.6145;10;5;213;223
Customer 107;52.7848;52.2691;20;10;214;232
Customer 108;51.7917;55.1379;10;5;218;228
Customer 109;51.7708;55.1058;10;5;218;229
Customer 110;52.4092;53.1622;10;5;219;230
Customer 111;51.2425;58.4743;20;10;219;235
Customer 112;51.713;55.2174;10;5;219;230
Customer 113;51.2439;58.4358;10;5;226;237
Customer 114;51.2115;58.6096;10;5;231;241
Customer 115;51.2217;58.4839;10;5;236;247
Customer 116;51.5362;54.9908;10;5;236;247
Customer 117;51.2569;58.605;20;10;237;253
Customer 118;52.4328;53.1558;60;30;238;278
Customer 119;51.2501;58.4567;10;5;240;250
Customer 120;51.9842;55.335;10;5;240;250
Customer 121;51.2286;58.4822;10;5;241;252
Customer 122;51.2502;58.4459;10;5;242;252
Customer 123;51.7857;55.0546;20;10;243;258
Customer 124;52.4311;53.155;10;5;247;258
Customer 125;51.8099;55.1707;20;10;249;267
Customer 126;51.2045;58.6335;20;10;252;269
Customer 127;51.8084;55.0881;10;5;257;268
Customer 128;51.96;58.16;20;10;258;274
Customer 129;52.7699;52.242;20;10;263;279
Customer 131;51.4586;58.4434;10;5;268;278
Customer 132;51.7797;56.3576;20;10;268;286
Customer 133;51.8565;54.9822;10;5;270;280
Customer 134;52.7672;52.2867;10;5;274;284
Customer 135;52.7699;52.2418;10;5;278;288
Customer 136;51.0313;59.8708;20;10;279;294
Customer 137;50.7557;59.5216;20;10;280;297
Customer 138;51.4878;57.3779;10;5;281;292
Customer 139;51.7797;55.1048;10;5;281;291
Customer 140;51.8214;55.1672;10;5;282;293
Customer 141;51.9613;58.3366;10;5;288;299
Customer 142;51.7961;55.0415;10;5;288;299
Customer 143;51.7807;56.3554;40;20;290;320
Customer 144;51.7847;55.1151;10;5;300;311
Customer 145;52.074;53.6586;10;5;300;310
Customer 146;50.763;59.5297;20;10;301;317
Customer 147;51.7773;55.1105;10;5;301;312
Customer 148;51.836;55.1595;10;5;302;312
Customer 149;51.2355;58.4684;10;5;307;317
Customer 150;51.2118;58.6604;20;10;310;325
Customer 151;51.1905;58.2919;20;10;310;328
Customer 152;51.4821;57.3763;10;5;310;321
Customer 153;51.2262;58.5057;20;10;310;327
Customer 157;51.7675;55.1384;10;5;318;328
Customer 158;51.1923;58.6217;10;5;319;329
Customer 159;52.7701;52.2401;10;5;320;330
Customer 160;51.4591;58.4448;10;5;320;330
Customer 161;51.8268;55.1621;10;5;320;331
Customer 162;51.7717;55.109;10;5;320;331
Customer 163;51.7755;55.1218;10;5;320;331
Customer 164;51.1966;58.3124;10;5;320;331
Customer 165;51.2059;58.6118;10;5;320;331
