Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7466;52.2637;40;20;0;70
Customer 2;52.5299;52.741;10;5;0;40
Customer 3;52.7675;52.2865;20;10;0;50
Customer 4;51.2539;58.4842;10;5;0;40
Customer 5;51.7956;56.3517;20;10;0;50
Customer 6;51.5289;53.3726;10;5;0;40
Customer 7;51.836;55.1595;10;5;0;40
Customer 8;51.8086;55.0935;10;5;0;40
Customer 9;51.8722;54.2098;10;5;0;40
Customer 10;52.7672;52.2867;10;5;4;40
Customer 11;51.2209;58.6791;10;5;4;40
Customer 12;51.2297;58.6354;10;5;5;40
Customer 13;52.0897;53.6453;10;5;5;40
Customer 14;52.8058;52.2455;10;5;7;40
Customer 15;52.7677;52.2747;20;10;8;50
Customer 17;51.8166;55.0885;10;5;10;40
Customer 18;51.8123;55.1777;10;5;13;40
Customer 19;51.2463;58.4628;10;5;15;40
Customer 20;51.9981;55.3208;10;5;16;40
Customer 21;51.2569;58.605;20;10;17;50
Customer 22;51.1998;58.571;10;5;17;40
Customer 23;51.8425;55.138;10;5;18;40
Customer 24;52.09;53.6482;10;5;21;40
Customer 25;51.5964;54.1608;20;10;22;50
Customer 26;52.4038;53.1683;10;5;26;40
Customer 27;52.0888;53.6454;10;5;28;40
Customer 28;51.2196;58.6248;10;5;34;45
Customer 29;51.257;58.604;20;10;35;50
Customer 30;51.0355;59.8783;10;5;36;46
Customer 31;52.7727;52.2465;10;5;40;50
Customer 32;52.0893;53.6453;10;5;45;56
Customer 33;51.2217;58.4962;10;5;47;58
Customer 34;51.7765;55.1093;10;5;48;59
Customer 35;51.2088;58.5606;10;5;49;59
Customer 36;51.2872;58.4305;10;5;50;61
Customer 37;53.6565;52.4377;10;5;54;64
Customer 38;51.1942;58.276;20;10;54;72
Customer 39;52.7883;52.2605;10;5;59;70
Customer 40;51.2565;58.4275;10;5;60;70
Customer 41;51.2872;58.4307;10;5;62;72
Customer 42;51.987;55.325;20;10;63;78
Customer 43;51.2539;58.4841;10;5;67;78
Customer 44;51.2133;58.6137;10;5;68;79
Customer 45;52.1066;53.6437;10;5;69;79
Customer 46;52.4055;53.1731;10;5;71;82
Customer 47;51.7845;55.0775;10;5;74;85
Customer 49;51.8136;55.1715;10;5;77;88
Customer 50;51.8283;55.1317;10;5;80;91
Customer 51;51.2507;58.4235;10;5;83;93
Customer 52;51.2542;58.4844;10;5;84;95
Customer 53;51.2302;58.48;10;5;84;95
Customer 54;51.2552;58.4428;10;5;85;95
Customer 55;51.8284;55.1163;20;10;88;105
Customer 56;51.2247;58.4846;10;5;89;100
Customer 57;51.1927;58.2937;10;5;92;102
Customer 58;51.205;58.2994;10;5;96;106
Customer 59;51.2573;58.4267;10;5;99;110
Customer 60;52.7699;52.242;20;10;103;120
Customer 61;51.8036;55.1418;10;5;103;114
Customer 62;52.775;52.2476;10;5;110;121
Customer 63;52.7946;52.2345;60;30;110;154
Customer 64;51.2241;58.4941;10;5;118;128
Customer 66;51.7324;55.0885;10;5;123;133
Customer 67;52.7859;52.2601;40;20;125;155
Customer 68;52.7702;52.2415;40;20;132;160
Customer 69;50.7574;59.5331;10;5;140;150
Customer 70;52.7727;52.2468;20;10;150;165
Customer 71;52.4332;53.1568;10;5;154;165
Customer 72;51.2051;58.2993;20;10;158;175
Customer 73;52.7767;52.2509;10;5;159;169
Customer 74;51.254;58.4843;20;10;160;177
Customer 75;51.2269;58.4759;10;5;161;172
Customer 76;51.2542;58.484;10;5;162;172
Customer 78;51.8301;55.1502;40;20;162;192
Customer 79;52.5241;52.7433;20;10;166;183
Customer 80;51.4105;57.4902;10;5;167;178
Customer 81;51.7696;52.7448;10;5;168;179
Customer 82;51.0359;59.8703;20;10;170;188
Customer 83;51.861;58.218;20;10;173;191
Customer 84;51.8209;55.1684;10;5;174;185
Customer 85;51.8036;55.1418;10;5;175;185
Customer 86;51.836;55.1595;10;5;177;187
Customer 87;51.2542;58.4842;10;5;179;189
Customer 88;51.1553;54.9986;20;10;179;196
Customer 89;51.0326;59.8781;10;5;185;196
Customer 90;51.8283;55.1576;10;5;186;196
Customer 91;51.7941;55.1397;10;5;187;197
Customer 92;51.2541;58.4841;10;5;188;199
Customer 93;51.2403;58.4652;10;5;189;200
Customer 94;51.2541;58.4842;10;5;189;199
Customer 95;52.5387;52.8244;10;5;194;204
Customer 96;51.7188;55.0935;10;5;195;206
Customer 97;51.4587;58.4353;10;5;198;208
Customer 98;51.7748;55.149;10;5;199;210
Customer 100;51.8158;55.1642;10;5;200;211
Customer 101;51.7945;55.1639;10;5;203;214
Customer 102;51.1905;58.2919;20;10;204;219
Customer 103;53.6121;52.4061;10;5;205;215
Customer 104;51.2086;58.6142;10;5;211;222
Customer 105;51.8362;55.1532;10;5;215;225
