Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7701;52.2417;10;5;0;40
Customer 2;52.7944;52.2736;10;5;0;40
Customer 3;51.2217;58.4962;10;5;0;40
Customer 4;51.8674;58.2301;20;10;0;50
Customer 5;52.1069;53.6439;10;5;0;40
Customer 6;51.7696;55.1041;10;5;0;40
Customer 7;52.5298;52.741;10;5;0;40
Customer 8;51.8317;55.1574;20;10;0;50
Customer 9;52.7677;52.2747;20;10;3;50
Customer 10;53.6577;52.4384;10;5;4;40
Customer 11;52.806;52.2456;20;10;5;50
Customer 12;51.482;57.3763;20;10;8;50
Customer 13;52.7679;52.2737;40;20;9;70
Customer 14;52.7768;52.2529;20;10;10;50
Customer 15;52.7728;52.2457;20;10;15;50
Customer 16;52.0893;53.6455;20;10;18;50
Customer 17;51.9601;58.1603;10;5;18;40
Customer 18;51.2135;58.6109;10;5;19;40
Customer 19;52.7768;52.2508;10;5;26;40
Customer 20;51.2542;58.484;10;5;29;40
Customer 21;51.4638;58.4403;10;5;30;41
Customer 22;51.1841;58.2806;10;5;38;49
Customer 23;51.2542;58.484;10;5;50;60
Customer 24;52.5088;52.8171;10;5;52;62
Customer 25;50.7557;59.5213;10;5;54;65
Customer 26;51.6396;54.3809;10;5;56;67
Customer 27;51.2542;58.4842;10;5;58;68
Customer 28;51.205;58.4612;20;10;59;75
Customer 29;52.7767;52.2509;10;5;70;81
Customer 30;51.2665;58.513;10;5;71;81
Customer 31;51.2269;58.4759;10;5;72;83
Customer 32;51.2181;58.4903;10;5;75;85
Customer 33;51.1927;58.2937;10;5;75;86
Customer 34;51.2099;58.2996;10;5;77;88
Customer 35;51.7093;55.115;20;10;78;95
Customer 36;51.2192;58.3004;10;5;79;89
Customer 37;51.4878;57.3779;10;5;80;90
Customer 38;51.4773;57.3434;10;5;81;92
Customer 39;51.2534;58.4403;10;5;84;94
Customer 40;51.2121;58.6021;20;10;87;105
Customer 41;51.7715;55.108;10;5;89;99
Customer 42;51.2473;58.4434;10;5;90;100
Customer 43;52.803;52.2172;10;5;93;104
Customer 44;51.1942;58.276;20;10;93;110
Customer 45;52.7706;52.2422;10;5;100;110
Customer 46;51.2093;58.5615;20;10;101;118
