Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7727;52.2468;20;10;0;50
Customer 2;52.7977;52.2375;10;5;0;40
Customer 3;51.2542;58.484;10;5;0;40
Customer 4;51.2114;58.6598;60;30;0;90
Customer 5;51.7956;56.3517;20;10;0;50
Customer 6;52.5298;52.741;10;5;0;40
Customer 7;51.1944;58.6175;60;30;6;90
Customer 8;51.206;58.612;10;5;25;40
Customer 9;51.611;53.9102;10;5;80;90
Customer 10;51.2581;58.4552;10;5;91;101
Customer 11;51.8467;55.1216;10;5;106;116
Customer 12;51.7675;55.1384;10;5;106;117
Customer 13;50.7534;59.5352;10;5;111;122
Customer 14;51.836;55.1595;10;5;130;140
Customer 15;51.7696;52.7452;10;5;148;158
Customer 16;51.1907;58.2931;10;5;197;208
Customer 17;52.4332;53.1568;10;5;209;219
Customer 18;51.2183;58.4737;10;5;225;236
Customer 19;51.1583;54.9983;10;5;283;293
Customer 20;51.2101;58.6227;20;10;299;317
Customer 21;51.2872;58.4307;10;5;320;331
