Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.2539;58.4842;10;5;0;40
Customer 2;51.5289;53.3726;10;5;0;40
Customer 3;52.0897;53.6453;10;5;5;40
Customer 4;51.8166;55.0885;10;5;10;40
Customer 5;51.8123;55.1777;10;5;13;40
Customer 6;52.4038;53.1683;10;5;26;40
Customer 7;51.2088;58.5606;10;5;49;59
Customer 8;52.7883;52.2605;10;5;59;70
Customer 9;51.2247;58.4846;10;5;89;100
Customer 10;52.7699;52.242;20;10;103;120
Customer 11;50.7574;59.5331;10;5;140;150
Customer 12;51.8301;55.1502;40;20;162;192
Customer 13;51.2541;58.4842;10;5;189;199
Customer 14;50.9003;59.7917;20;10;200;217
Customer 15;53.6121;52.4061;10;5;205;215
Customer 16;51.5301;53.3766;10;5;271;282
Customer 17;51.7708;55.3712;10;5;287;297
Customer 18;52.4052;53.1737;10;5;288;299
Customer 19;51.7712;55.1036;10;5;290;301
Customer 20;51.9703;58.1647;20;10;310;327
