Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.2542;58.484;10;5;0;20
Customer 2;51.7917;55.1379;10;5;9;24
Customer 3;51.2244;58.494;10;5;56;61
Customer 4;51.2286;58.4872;10;5;69;74
Customer 5;51.2541;58.4842;10;5;79;84
Customer 6;52.7928;52.2686;10;5;93;98
Customer 7;51.987;55.325;20;10;107;115
Customer 8;51.8018;55.083;20;10;113;122
Customer 9;52.0892;53.6458;10;5;156;161
Customer 10;51.2541;58.4841;20;10;190;198
Customer 11;52.7706;52.2422;10;5;191;196
Customer 12;51.8471;55.121;40;20;239;251
Customer 13;51.7763;55.1398;10;5;261;266
Customer 14;51.1865;58.2786;10;5;319;324
