Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.4038;53.1683;10;5;0;20
Customer 2;51.2247;58.4846;10;5;0;20
Customer 3;51.2463;58.4628;10;5;0;20
Customer 4;51.8136;55.1715;10;5;0;20
Customer 5;51.7753;55.1215;10;5;13;26
Customer 6;51.2507;58.4235;10;5;14;27
Customer 7;52.7848;52.2691;20;10;27;38
Customer 8;51.4771;57.3492;20;10;32;41
Customer 9;51.2571;58.4426;10;5;45;50
Customer 10;51.8722;54.2098;10;5;69;74
Customer 11;51.2541;58.441;10;5;83;88
Customer 12;51.1997;58.3103;20;10;98;106
Customer 13;51.2336;58.637;10;5;139;144
Customer 14;51.7981;55.0934;40;20;146;159
Customer 15;51.611;53.9102;10;5;178;183
Customer 16;51.8584;58.4353;20;10;224;231
Customer 17;51.0359;59.8703;20;10;265;273
Customer 18;51.8036;55.1418;10;5;320;325
