Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7464;52.2636;10;5;0;20
Customer 2;53.6565;52.4377;10;5;19;29
Customer 3;52.0774;53.6598;20;10;19;34
Customer 4;51.2121;58.6021;20;10;27;38
Customer 5;51.5234;53.3741;20;10;101;108
Customer 6;51.257;58.604;20;10;110;118
Customer 7;51.8764;54.1805;10;5;135;140
Customer 8;51.7941;55.1397;10;5;139;144
Customer 9;51.2537;58.4843;10;5;157;162
Customer 10;51.8343;55.1302;10;5;183;188
Customer 11;52.7977;52.2375;10;5;188;193
Customer 12;51.2051;58.2993;20;10;196;204
Customer 13;51.713;55.2174;10;5;219;224
Customer 14;52.4328;53.1558;60;30;238;258
Customer 15;51.8214;55.1672;10;5;282;287
Customer 16;51.7961;55.0415;10;5;288;293
