Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.8674;58.2301;20;10;0;25
Customer 2;52.0893;53.6455;20;10;18;34
Customer 3;52.7767;52.2509;10;5;70;75
Customer 4;51.4878;57.3779;10;5;80;85
Customer 5;51.2473;58.4434;10;5;90;95
Customer 6;52.5206;52.7678;10;5;121;126
Customer 7;51.7867;55.1077;10;5;136;141
Customer 8;51.2366;58.4755;20;10;142;150
Customer 9;52.7915;52.2677;10;5;147;152
Customer 10;52.8519;53.4867;10;5;193;198
Customer 11;51.2541;58.4842;10;5;204;209
Customer 12;51.7917;55.1379;10;5;229;234
Customer 13;51.2463;58.4628;10;5;269;274
Customer 14;50.7534;59.5352;10;5;295;300
Customer 15;51.2542;58.4845;20;10;298;307
Customer 16;51.7696;52.7448;10;5;308;313
Customer 17;52.7951;52.2405;10;5;320;325
Customer 18;51.0351;59.8769;10;5;320;325
