Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.2539;58.4842;10;5;0;20
Customer 2;51.2603;58.4567;10;5;0;20
Customer 3;50.7678;59.5238;10;5;0;20
Customer 4;51.2628;58.4516;10;5;8;24
Customer 5;51.8264;55.1633;10;5;15;27
Customer 6;51.4065;57.5834;10;5;24;32
Customer 7;51.2241;58.4941;10;5;36;41
Customer 8;51.0346;59.8783;10;5;59;64
Customer 9;51.8731;54.2066;40;20;80;93
Customer 10;51.2541;58.4841;10;5;83;88
Customer 11;51.2569;58.605;20;10;101;109
Customer 12;51.8078;55.1067;10;5;170;175
Customer 13;51.2403;58.4652;10;5;260;265
Customer 14;50.9003;59.7917;20;10;263;271
Customer 15;51.2332;58.4725;20;10;264;271
Customer 16;51.4821;57.3763;10;5;310;315
Customer 17;51.7712;55.1036;10;5;319;324
