Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.2249;58.4839;10;5;0;20
Customer 2;51.2126;58.6553;10;5;0;20
Customer 3;51.836;55.1595;10;5;0;20
Customer 4;51.8166;55.1698;10;5;0;20
Customer 5;51.2119;58.6016;20;10;13;31
Customer 6;51.5289;53.3726;10;5;14;27
Customer 7;50.7574;59.533;10;5;32;37
Customer 8;52.7767;52.2509;10;5;38;43
Customer 9;51.1927;58.2937;10;5;57;62
Customer 10;51.7939;55.1396;10;5;69;74
Customer 11;51.7188;55.0935;10;5;83;88
Customer 12;52.7679;52.2737;40;20;98;111
Customer 13;51.4105;57.4902;10;5;139;144
Customer 14;51.2072;58.5599;10;5;146;151
Customer 15;50.9973;55.6144;10;5;153;158
Customer 16;51.7853;55.1561;20;10;178;185
Customer 17;51.2227;58.4897;20;10;192;201
Customer 18;52.4042;53.1634;10;5;224;229
Customer 19;52.7768;52.2529;20;10;249;258
Customer 20;52.7697;52.2418;20;10;265;273
Customer 21;51.2086;58.6142;10;5;303;308
Customer 22;51.0359;59.8698;10;5;320;325
