Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.2217;58.4839;10;5;6;23
Customer 2;52.7466;52.2636;10;5;67;72
Customer 3;51.1703;54.9852;10;5;74;79
Customer 4;52.8043;52.2256;20;10;90;97
Customer 5;51.7213;55.114;20;10;110;117
Customer 6;52.7944;52.2736;10;5;113;118
Customer 7;51.9627;58.341;10;5;148;153
Customer 8;51.1983;58.3084;10;5;157;162
Customer 9;51.4105;57.4902;10;5;169;174
Customer 10;51.836;55.1595;10;5;177;182
Customer 11;51.4821;57.3763;10;5;208;213
Customer 12;51.254;58.4841;10;5;244;249
Customer 13;51.6396;54.3809;10;5;261;266
Customer 14;51.2114;58.6598;60;30;270;293
Customer 15;51.2461;58.4609;10;5;277;282
Customer 16;51.2534;58.4403;10;5;291;296
Customer 17;51.1905;58.2929;20;10;310;319
Customer 18;51.2242;58.504;20;10;310;318
Customer 19;51.2269;58.4759;10;5;320;325
