Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.7702;52.2415;40;20;0;70
Customer 2;51.9595;58.1589;20;10;0;50
Customer 3;51.7696;55.1043;10;5;0;40
Customer 4;52.5206;52.7678;10;5;0;40
Customer 5;53.6581;52.4386;10;5;13;40
Customer 6;51.8582;58.4354;20;10;33;50
Customer 7;51.035;59.8769;20;10;56;72
Customer 8;52.0894;53.6453;10;5;57;67
Customer 9;52.8033;52.2185;20;10;60;76
Customer 10;51.1842;58.2805;20;10;70;88
Customer 11;52.775;52.2476;10;5;74;85
Customer 12;51.2119;58.6016;20;10;75;91
Customer 13;52.0892;53.6376;10;5;87;98
Customer 14;51.0361;59.8688;10;5;91;101
Customer 15;52.4334;53.157;10;5;106;117
Customer 16;52.7859;52.2601;40;20;111;141
Customer 17;51.255;58.4539;10;5;124;134
Customer 18;51.7654;55.3405;10;5;135;145
Customer 19;51.7588;55.103;10;5;138;148
Customer 20;51.2332;58.4725;20;10;139;155
Customer 21;51.0357;59.8731;10;5;141;151
Customer 22;51.9966;55.3203;10;5;142;153
Customer 23;52.7883;52.2605;10;5;142;153
Customer 24;51.7853;55.1561;20;10;144;159
Customer 25;51.2541;58.4841;20;10;147;162
Customer 26;51.2507;58.4235;10;5;172;183
Customer 27;51.2523;58.439;10;5;190;201
Customer 28;52.7767;52.2509;10;5;190;200
Customer 29;52.7967;52.238;20;10;201;216
Customer 30;51.7699;55.1054;10;5;211;221
Customer 31;51.8545;55.1262;10;5;215;225
Customer 32;51.4685;58.4568;10;5;220;230
Customer 33;51.4068;57.5835;10;5;224;234
Customer 34;52.4035;53.1677;10;5;228;239
Customer 35;50.998;55.6145;10;5;228;238
Customer 36;51.2534;58.4403;10;5;258;268
Customer 37;51.8543;55.1578;10;5;262;272
Customer 38;51.6391;54.3809;10;5;264;274
Customer 39;51.2463;58.4628;10;5;266;277
Customer 40;52.0897;53.6453;10;5;279;289
Customer 41;51.1996;58.3169;40;20;290;319
Customer 42;51.2242;58.504;20;10;310;328
Customer 43;51.8018;55.083;20;10;310;327
Customer 44;51.254;58.4841;10;5;310;320
Customer 45;51.2286;58.4872;10;5;317;328
Customer 46;51.2541;58.4843;10;5;320;331
Customer 47;51.2214;58.4827;10;5;320;330
Customer 48;51.1998;58.571;10;5;320;331
Customer 49;51.0326;59.8781;10;5;320;330
