Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.2249;58.4839;10;5;0;40
Customer 2;51.2126;58.6553;10;5;0;40
Customer 3;51.836;55.1595;10;5;0;40
Customer 4;51.8166;55.1698;10;5;0;40
Customer 5;52.7466;52.2636;10;5;8;40
Customer 6;51.2119;58.6016;20;10;13;50
Customer 7;51.5289;53.3726;10;5;14;40
Customer 8;51.7324;55.0885;10;5;27;40
Customer 9;50.7574;59.533;10;5;32;43
Customer 10;50.7574;59.5331;10;5;32;43
Customer 11;52.7767;52.2509;10;5;38;49
Customer 12;52.4328;53.1556;10;5;54;65
Customer 13;51.1927;58.2937;10;5;57;67
Customer 14;52.7672;52.2867;10;5;59;69
Customer 15;51.7956;56.3517;20;10;63;80
Customer 16;51.2214;58.4827;10;5;65;76
Customer 17;51.7939;55.1396;10;5;69;79
Customer 18;51.7755;55.1218;10;5;71;82
Customer 19;51.7188;55.0935;10;5;83;93
Customer 20;51.1944;58.6175;60;30;84;130
Customer 21;52.7679;52.2737;40;20;98;125
Customer 22;51.7588;55.103;10;5;138;149
Customer 23;51.1924;58.6214;10;5;139;149
Customer 24;51.4105;57.4902;10;5;139;150
Customer 25;51.0357;59.8731;10;5;143;154
Customer 26;51.2072;58.5599;10;5;146;156
Customer 27;51.206;58.612;10;5;151;162
Customer 28;50.9973;55.6144;10;5;153;164
Customer 29;52.5407;52.8208;10;5;157;167
Customer 30;51.2114;58.6555;10;5;161;171
Customer 31;51.8722;54.2096;10;5;166;177
Customer 32;51.7853;55.1561;20;10;178;193
Customer 33;51.9654;58.16;10;5;181;191
Customer 34;51.0346;59.8783;10;5;192;202
Customer 35;51.2227;58.4897;20;10;192;210
Customer 36;52.7727;52.2468;20;10;193;210
Customer 37;52.4035;53.168;10;5;195;206
Customer 38;51.7797;56.3563;40;20;217;248
Customer 39;51.1539;55.0004;10;5;218;228
Customer 40;52.4042;53.1634;10;5;224;234
Customer 41;51.4587;58.4352;40;20;224;253
Customer 42;51.1583;54.9983;10;5;235;246
Customer 43;52.7768;52.2529;20;10;249;267
Customer 44;52.7697;52.2418;20;10;265;282
Customer 45;51.482;57.3762;10;5;268;279
Customer 46;51.8086;55.0935;10;5;270;281
Customer 47;52.7834;52.2654;10;5;276;286
Customer 48;52.7727;52.2465;10;5;292;302
Customer 49;51.2086;58.6142;10;5;303;313
Customer 50;52.4035;53.1677;10;5;306;317
Customer 51;51.0359;59.8698;10;5;320;331
