Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.7907;55.1243;10;5;0;40
Customer 2;51.8722;54.2098;10;5;4;40
Customer 3;51.2543;58.4842;10;5;10;40
Customer 4;51.1914;58.2923;10;5;10;40
Customer 5;51.2093;58.5615;20;10;11;50
Customer 6;51.2537;58.4843;10;5;15;40
Customer 7;52.7675;52.2865;20;10;22;50
Customer 8;51.7961;55.145;10;5;26;40
Customer 9;52.4328;53.1556;10;5;33;43
Customer 10;51.4592;58.4445;20;10;45;62
Customer 11;52.0205;55.2119;10;5;48;58
Customer 12;51.4773;57.3434;10;5;54;65
Customer 13;51.8471;55.121;40;20;54;85
Customer 14;51.7741;55.0788;10;5;54;65
Customer 15;52.7768;52.2508;10;5;61;72
Customer 16;51.4068;57.5835;10;5;72;83
Customer 17;52.4328;53.1558;40;20;83;115
Customer 18;51.7803;56.357;10;5;103;113
Customer 19;51.7854;55.0761;10;5;120;130
Customer 20;51.2119;58.6016;20;10;133;148
Customer 21;51.8317;55.1574;20;10;134;151
Customer 22;51.8333;55.13;10;5;161;172
Customer 23;51.7601;55.1093;10;5;164;174
Customer 24;51.7758;55.0952;20;10;164;182
Customer 25;51.1998;58.571;10;5;179;189
Customer 26;52.5241;52.7433;20;10;198;214
Customer 27;51.2541;58.4843;10;5;201;212
Customer 28;52.5403;52.8219;10;5;245;256
Customer 29;51.2565;58.4275;10;5;251;262
Customer 30;52.4052;53.1737;10;5;271;282
Customer 31;51.2425;58.4743;20;10;276;293
Customer 32;52.0884;53.648;20;10;277;293
Customer 33;51.2603;58.4567;10;5;299;309
Customer 34;52.7948;52.2417;10;5;301;312
Customer 35;51.5234;53.3741;20;10;303;318
Customer 36;51.254;58.4842;10;5;307;317
Customer 37;51.9611;55.3663;10;5;307;317
Customer 38;52.7728;52.2457;20;10;310;328
Customer 39;51.2101;58.6227;20;10;310;326
Customer 40;51.7838;55.0924;10;5;311;321
Customer 41;52.7904;52.2649;10;5;320;330
Customer 42;51.8425;55.138;10;5;320;330
Customer 43;51.2336;58.637;10;5;320;330
