Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;51.2542;58.4841;10;5;0;40
Customer 2;51.8674;58.2301;20;10;5;50
Customer 3;52.7699;52.242;20;10;6;50
Customer 4;51.254;58.4841;10;5;7;40
Customer 5;51.8214;55.1672;10;5;10;40
Customer 6;51.4592;58.4445;20;10;11;50
Customer 7;51.7767;56.3776;10;5;13;40
Customer 8;51.2403;58.4652;10;5;17;40
Customer 9;51.7838;55.0924;10;5;33;44
Customer 10;52.7701;52.2417;10;5;45;55
Customer 11;52.7767;52.2509;10;5;45;56
Customer 12;52.7728;52.2457;20;10;101;117
Customer 13;52.7729;52.2456;10;5;106;116
Customer 14;51.6396;54.3809;10;5;114;125
Customer 15;51.2226;58.4907;10;5;120;131
Customer 16;51.4054;57.5821;60;30;127;168
Customer 17;51.8546;55.1263;20;10;139;154
Customer 18;51.2332;58.4725;20;10;141;159
Customer 19;51.8099;55.1707;20;10;142;157
Customer 20;51.7629;55.089;10;5;144;154
Customer 21;52.7748;52.2373;20;10;150;167
Customer 22;52.803;52.2172;10;5;177;188
Customer 23;51.797;55.1025;10;5;181;192
Customer 24;51.9981;55.3208;10;5;192;203
Customer 25;51.1927;58.2937;10;5;192;203
Customer 26;52.0894;53.6452;10;5;193;204
Customer 27;51.2072;58.5599;10;5;198;208
Customer 28;52.7465;52.2641;10;5;205;215
Customer 29;52.7767;52.2533;10;5;206;217
Customer 30;51.2258;58.6136;10;5;213;223
Customer 31;51.232;58.4668;10;5;233;243
Customer 32;52.0892;53.6458;10;5;233;243
Customer 33;52.847;53.4867;20;10;234;251
Customer 34;51.8336;55.1257;10;5;237;248
Customer 35;51.5239;53.4132;10;5;256;267
Customer 36;51.7857;55.0546;20;10;259;275
Customer 37;51.0357;59.8731;20;10;273;291
Customer 38;51.0361;59.8688;10;5;277;287
Customer 39;51.7883;55.07;10;5;279;290
Customer 40;51.5236;53.3745;10;5;284;295
Customer 41;51.1996;58.3169;40;20;290;318
Customer 42;51.0313;59.8708;20;10;300;317
Customer 43;51.1905;58.2919;20;10;302;319
Customer 44;51.2541;58.4841;20;10;303;318
Customer 45;51.2665;58.513;10;5;307;317
Customer 46;51.7848;55.1536;10;5;313;324
Customer 47;51.2542;58.484;10;5;316;327
Customer 48;51.0346;59.8783;10;5;319;329
Customer 49;51.77;55.137;10;5;319;329
Customer 50;51.2183;58.4737;10;5;320;331
Customer 51;51.254;58.4841;10;5;320;331
Customer 52;51.0326;59.8781;10;5;320;330
