Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 1;52.4092;53.1622;10;5;37;48
Customer 2;51.2231;58.4732;40;20;42;70
Customer 3;51.611;53.9102;10;5;46;56
Customer 4;51.2258;58.6136;10;5;59;69
Customer 5;51.2501;58.4567;10;5;62;73
Customer 6;50.7627;59.5232;20;10;91;108
Customer 7;52.0712;53.6528;10;5;96;106
Customer 8;51.4592;58.4445;20;10;98;115
Customer 9;51.2045;58.6335;20;10;99;114
Customer 10;51.8291;55.1425;10;5;142;152
Customer 11;51.2539;58.4842;10;5;147;157
Customer 12;51.2031;58.31;10;5;147;157
Customer 13;51.8774;54.1908;10;5;156;166
Customer 14;51.8471;55.121;40;20;159;184
Customer 15;51.3823;58.9627;40;20;160;185
Customer 16;51.2209;58.6791;10;5;166;176
Customer 17;51.795;56.3521;40;20;191;216
Customer 18;52.5407;52.8208;10;5;200;210
Customer 19;51.8776;54.19;20;10;205;223
Customer 20;51.1959;58.3185;20;10;209;224
Customer 21;52.4035;53.1677;10;5;210;220
Customer 22;52.5387;52.8244;10;5;229;240
Customer 23;51.2114;58.6555;10;5;234;244
Customer 24;52.0894;53.6453;10;5;235;246
Customer 25;51.2507;58.4235;10;5;237;247
Customer 26;51.0396;59.8775;10;5;239;249
Customer 27;52.7955;52.2385;10;5;256;266
Customer 28;51.482;57.3762;10;5;257;268
Customer 29;51.1944;58.6175;60;30;270;314
Customer 30;51.7623;55.1166;10;5;280;291
Customer 31;51.482;57.3764;10;5;283;294
Customer 32;51.2541;58.4843;10;5;287;298
Customer 33;51.7981;55.0491;40;20;290;322
Customer 34;52.7701;52.2417;20;10;292;310
Customer 35;51.8283;55.1576;10;5;295;306
Customer 36;51.2425;58.4743;20;10;297;312
Customer 37;52.803;52.2172;10;5;299;310
Customer 38;51.8722;54.2096;10;5;307;318
Customer 39;52.7792;52.242;20;10;310;325
Customer 40;51.286;58.4415;10;5;312;322
Customer 41;51.8343;55.1302;10;5;313;323
Customer 42;51.2502;58.4459;10;5;314;324
Customer 43;52.7779;52.2379;10;5;316;327
Customer 44;51.8336;55.1257;10;5;316;327
Customer 45;51.2226;58.4907;10;5;320;331
Customer 46;51.8268;55.1621;10;5;320;331
Customer 47;52.7884;52.258;10;5;320;330
Customer 48;51.2439;58.4358;10;5;320;331
